Name,Product Category,Secondary Product Category,Issuer/Asset Category,Asset Sub-categories,Summary,Launch status,Custodial/Non-custodial,Private/public blockchain,Chain,"Project tokens (Utility, Stable)",Founded,Location,"Assets, regions",Stats,URL,Twitter,Discord,Date added
Securrency,Tokenization platform ,,- Asset-agnostic,"Private debt,Private equities,Private funds","Securrency is powering global digital assets Investment Platforms with compliance aware tokenization, as well as account management services, liquidity settlement, analytics, and reporting for asset issuers, brokers, exchanges, and banks. Our blockchain-based, institutional-grade Capital Markets Platform is designed with a unique, patented Compliance Aware Token® Framework. It meets the high regulatory,  liquidity, and performance requirements of market-leading financial institutions.","Closed beta,Sold",Custodial,?,?,,2015,US,,Bought by US Clearinghouse DTCC in October 2023.,https://www.securrency.com,https://twitter.com/Securrency,,15/9/2023
Senken,Investment platform,,Sustainable and Responsible Investments,Carbon credits,"Connects institutions, asset managers, and investors with verified climate projects.",Live,Custodial,?,-,,,,Multiple countries,,https://www.senken.io,https://twitter.com/senken_io,-,15/9/2023
Silta,Investment platform,,Physical infrastructure,Physical infrastructure,"Revolutionizing Sustainable Infrastructure Finance. Silta leverages AI to streamline preparation and due diligence for infrastructure projects, driving efficiency and supporting sustainable development.",Live,?,?,?,,2021,,,,https://silta.finance/,https://twitter.com/silta_fi,-,15/10/2023
SIX Digital Exchange (SDX),Assets CEX,,- Asset-agnostic,"Private debt,Private equities","The world’s leading Financial Market Infrastructure for Digital Assets.​ The world’s first fully regulated stock exchange and central securities depository (CSD). SDX is revolutionizing the way financial markets operate, providing a seamless and secure platform for traders, broker-dealers, bankers, and corporations to explore the world of digital assets.",Live,Custodial,?,?,,2020,CH (Zurich),,,https://www.sdx.com/,https://twitter.com/SDX_global,,15/10/2023
Skyhookcapital,Assets CEX,Tokenization platform,- Asset-agnostic,"Private equities,Private debt,Real estate","Skyhook’s Digital Assets Wealth Network, or Skyhook DAWN™, is the first platform to deliver a seamless operating environment to
issue and distribute digital securities directly to investors through their existing wealth management distribution channels.  ",Live,Custodial,Public,-,,,,,,https://www.skyhookcapital.io,https://twitter.com/SkyhookCapital,-,19/9/2023
Smart Token Labs,Tokenization infra ,Wallet,- Asset-agnostic,"Collectibles,IP","Since 2017 we have been building two core bridges to a tokenized future - TokenScript as a smart token interface, and AlphaWallet as a super User Agent for smart tokens. In 2018 we open sourced AlphaWallet in response to market concern over user agent centralization. It is now the most forked EVM mobile wallet and has a clear path to full decentralization and governance by users and developers. From 2018 we experimented in token composability utilizing TokenScript and AlphaWallet components, in projects such as: FIFA ticket token; Karma car token; Smart building token; CoFiX DeFi token; IP rights token; and Rewards token.",Live,Non-custodial,?,?,,2017,"AU (Sydney), SG",,,https://smarttokenlabs.com/,https://twitter.com/TokenScript,https://discord.com/invite/tx9a5WHYy9,15/10/2023
Smartlands,Assets CEX,Tokenization platform,Real Estate,Real estate,Smartlands enables investors to participate in institutional-grade deals with a much lower buy-in threshold than investing directly through the same sponsors.,Closed beta,?,?,-,,,,,,https://www.smartlands.app,https://twitter.com/smartlands,,19/9/2023
Soil,Credit protocol (asset-backed),,Private Debt Instruments,Private debt,"Soil is a blockchain-based lending protocol that bridges the gap between traditional finance and the crypto world, reshaping corporate debt and fixed-income investments. It is a debt marketplace where established companies can obtain financing, and crypto investors can lend their stablecoins to earn yield derived from Real World Assets that exist off-chain. We make money by taking a percentage of the interest paid by borrowers to lenders and fees earned from facilitating their connection. All loans approved by private debt fund managers are fully collateralized by Real World Assets, supported by a wide range of legal documents. These loans are closely monitored, each with specific covenants. Examples of collateral for these loans include registered pledges on shares and assets, mortgages on plots and assets, personal guarantees, submission to enforcement, sureties for parent companies or other entities, escrow accounts, and assignments of loans.",Live,Non-custodial,Public,Polygon,$SOIL,2021,EE,EU,up to 14% yield; fully secured by Real World Assets,https://soil.co/,https://twitter.com/soil_farm,https://discord.com/invite/soilfarm,15/10/2023
Solid.world,Investment platform,Tokenization platform,Sustainable and Responsible Investments,Carbon credits,Solid World is a commodities trading platform that makes carbon credit financing liquid and transparent.,Live,Non-custodial,Public,Ethereum,$CSISP-M,,,"Myanmar, Kenya","app.solid.world/1.18M TVL$ 787 669 Tokenized Prepaid Carbon Credits; https://dune.com/solid-world/solid-world-crisp-m-dashboard
",https://www.solid.world,https://twitter.com/solidworldhq,discord.com/invite/kPHxcYE7yC,15/9/2023
Solidblock,Assets CEX,Tokenization platform,Real Estate,Real estate,End-to-end tokenization platform for real estate- and equity-backed securities.,Live,Custodial,Public,-,,,US (FL),,,https://www.solidblock.co,https://twitter.com/SolidBlockCo,https://discord.com/invite/99CCVmsQ7e,19/9/2023
Solteria (by Solty Labs),Crowdinvesting,,Collectibles and Alternatives,Music,"First multi-chain Solteria Fundraising Platform, which aims to revolutionize fundraising using blockchain technology.",Waitlist,Non-custodial,Public,Solana,,,,,,https://www.soltylabs.xyz/solteria,https://twitter.com/SolteriaCP,https://discord.com/invite/fqw7VhyRdV,22/11/2023
Spiko,Tokenization platform ,,Equity and Stocks,"Private equities,Private debt","Spiko’s focus won’t be payments but capital markets, namely money, bonds, equity, derivatives markets. These serve vital economic functions: allocate capital, i.e. facilitate the flow of funds between capital allocators and businesses or governments, and price risk. With the digitisation of securities and the electronification of trading, they have undergone significant changes over the past decades.

",Waitlist,Non-custodial,?,?,,2023,,,,https://www.spiko.xyz/,https://twitter.com/Spiko_xyz,,22/11/2023
Spirals,Investment platform,Tokenization platform,Sustainable and Responsible Investments,Carbon credits,"Deposit Token: Stake tokens to put them towards climate impact work; Receive Green Token: In return, receive a Green Version of your token. Participate in Defi: Green tokens can be used in dApps & protocols. As a developer, you can leverage Spirals to direct block rewards to climate impact. ",Dead,Non-custodial,Public,Celo,,2022,"US (CA, SF)",,"$315,848: Total staked with Spirals
786: Number of stakers; Sub-projects:https://app.spirals.so/projects/plastiks; $621.66 staked
out of $1,000 goal (62.17%); https://app.spirals.so/projects/toucan: $491.75 staked
out of $1,000 goal (49.18%)",http://spirals.so,https://twitter.com/SpiralsProtocol,https://discord.com/invite/wrFKNtkXgu,15/10/2023
Spydra,Tokenization platform ,,- Asset-agnostic,"Carbon credits,IP,Energy commodities,Receivables",Asset tokenization platform that offers low-code tokenization solutions,Live,Custodial,Private,Hyperledger,,2021,"US (Austin, TX)",,,https://www.spydra.app,https://twitter.com/spydra_io,-,15/9/2023
Stellerro,Tokenization platform ,,Equity and Stocks,Private equities,"Take Part in the future of Digital Securities Investments. Stellerro™ is an alternative investment banking platform, automated, in-scale, determined to bring liquidity to the digital era.",Dead,?,?,?,STRO,,IS (Tel-Aviv),,,https://www.stellerro.com/ ,-,-,15/10/2023
STOAnalytics,Market intelligence,,- Asset-agnostic,-,-,Dead,-,-,-,,,,,,https://www.stoanalytics.com,-,-,15/9/2023
Stobox,Tokenization platform ,"Tokenization assets management service,Tokenized asset exchange",- Asset-agnostic,"Real estate,Private funds","Top-tier turnkey tokenization service provider. Stobox Digital Securities Dashboard is a comprehensive solution to streamline all operations with tokenized securities. It allows reaching investors globally, managing investors and reports, and enables trading of shares. Decentralized secondary market for security tokens. Unique DeFi liquidity solution for security tokens and crypto assets. DS Swap provides security token issuers the solution to manage liquidity pools and automated market-making functionality.",Live,Custodial,Public,?,$STBX,2018,"UA (Kiev), US (NY)",,,https://stobox.io/,https://twitter.com/StoboxCompany,https://discord.com/invite/FVzSNwmQzk,15/10/2023
Stocheck,Market intelligence,,- Asset-agnostic,-,-,Dead (No social since 2020. Links do not work),-,-,-,,,,,,https://www.stocheck.com,-,-,15/9/2023
Stokr,Tokenization platform ,,- Asset-agnostic,"Real estate,Private equities,Private funds","Using STOKR, founder's can manage the issuance, subscription, maintenance and administration of security tokens (programmable digital shares), as perthe EU capital market laws. Investors can subscribe to future profits or revenues on STOKR, automatised via the blockchain-based smart contracts.",Live,Non-custodial,Public,Bitcoin Liquid Network,,2018,LU,,,https://stokr.io/,https://twitter.com/stokr_io,,15/9/2023
Stomarket.com,Market intelligence,,- Asset-agnostic,-,-,Live,-,-,-,,,,,,https://www.stomarket.com,https://twitter.com/stomarket,,15/9/2023
Stoscope,Market intelligence,,- Asset-agnostic,-,-,Dead (SM inactive since 2019),-,-,-,,,,,,https://www.stoscope.com,-,-,15/9/2023
Stowise,Market intelligence,,- Asset-agnostic,-,-,Dead (No listings since 2020),-,-,-,,,,,,https://www.stowise.com,-,-,15/9/2023
Stream Protocol,Investment platform,"Credit protocol (asset-backed),Stablecoin",Public Debt Instruments,"Government bonds (short-term / US),Government bonds (long-term / US)","Our primary product provides exposure to US Treasury Bonds, offering up to 5% APY. By depositing USDC into our platform, we can efficiently convert it into short-term US T-Bills. This process ensures robust liquidity to cater to potential investor withdrawals.

Our vaults undergo several phases, beginning with an open period for capital deposit. Following this, the vault locks for a defined duration, allowing funds to accumulate interest. Finally, a withdrawal window opens, offering investors the option to reclaim their funds or let them continue earning in the next interest cycle.",Live,Non-custodial,Public,?,$US4W,,,,,https://streamprotocol.money/,https://twitter.com/StreamDefi,https://discord.com/invite/syXvrj83zA,1/10/2023
Structure,Assets CEX,API,Equity and Stocks,Public equities,"Currently we offer equity-backed assets - including the entire S&P 500 - and have the capability to deliver additional advanced digital-assets in the future. Our tokens allow exchanges, DeFi protocols, wallets, and other Web3 applications to compliantly integrate real world assets into their products and services with minimal effort. Integration options are detailed at the end of this page. 1:1 Reserve-backed assets 1:1 Reserve-backed assets Our tokenized assets are backed 1:1, with the underlying shares held securely by third-party, regulated financial institutions.",Live,Non-custodial,Public,Ethereum,,2020,BVI (Tortola),500+ fully compliant tokenized assets available through API,,https://structure.fi/,https://twitter.com/structure_fi,Invalid,15/10/2023
stUSDT,Investment platform,,Public Debt Instruments,Government bonds (short-term / US),"The RWA strategy will identify high-grade short-term government bonds and track their performance continuously, empowering on-chain users with an extensive array of allocation options. While real-world prime investment targets often entail certain restrictions, holders of tokens including USDT and TUSD can engage directly through the stUSDT-RWA Contract. ",Live,Non-custodial,Public,"Ethereum,Tron",$stUSDT,,,,https://defillama.com/protocol/stusdt,https://stusdt.io/,https://twitter.com/stusdt,,11/10/2023
Superstate,Tokenization platform ,,Public Debt Instruments,Government bonds (long-term / US),"Plans to launch short-term government bond fund that can be held in a cryptocurrency wallet or by a crypto custodian.
The fund will enable shareholders to record that they own a government bond fund on the Ethereum blockchain. 
“We are creating a new fund that has its own prospectus, which then shares of that fund can be held in blockchain wallets.",Closed beta,Non-custodial,Public,?,,2023,US,,,https://superstate.co/,https://twitter.com/superstatefunds,,15/9/2023
Swarm,Tokenization platform ,Tokenized asset exchange,Equity and Stocks,"Public equities,Government bonds (short-term / US) ETF,Regulated liquid staking","Day to day, we work with real-world-asset owners to tokenize collateral and build trading infrastructure in a regulatory compliant way.  Swarm is the first organization in the world to offer tokenized US Treasury bills and public stocks that are tradable on a regulated and decentralized platform. SwarmX, the issuing entity, acquires publicly-traded securities, which are then established as the underlying assets to the on-chain tokens. These assets are held by institutional custodians.",Live,Non-custodial,Public,Polygon,,,DE,,,https://www.swarm.com,https://twitter.com/SwarmMarkets,,15/9/2023
Symbiont,"""L2, RWA-specific""",,,,"Symbiont is the enterprise fintech company creating the next generation of financial markets infrastructure using blockchain technology. Assembly™, Symbiont’s enterprise blockchain platform, creates efficiencies, eliminates manual data replication and reconciliation processes, and enables real-time data sharing with complete privacy. The world’s leading financial services firms, including Citi, Nasdaq, Ranieri, Templum and Vanguard, choose to work with Symbiont to solve their toughest business problems. With offices in New York and Amsterdam, Symbiont is led by a team of experts in capital markets and blockchain technology.",Dead,,,,,,,,,https://symbiont.io/,-,-,15/10/2023
T-Protocol,Credit protocol (asset-backed),,Public Debt Instruments,Government bonds (long-term / US),"RWA Liquidity Hub: the First-Ever DeFi Ecosystem. Earn 5% T-Bill Yield, Seamlessly. Deposit USDC to mint TBT and enjoy 5% yield. Pools on Curve, Velodrome.
* Focuses on specialized pools that allow for different risk profile creation, based on the underlying asset.
* Such design allows users to curate their profile to their own risk desire and their note token USTP gives holders exposure to T-Bills yield. ",Live,Non-custodial,Public,Ethereum,"$TPS, $USTP",2022,BVI,,"$7,110,317.76
total liquidity locked",https://www.tprotocol.io,https://twitter.com/TProtocol_,https://discord.com/invite/RTWWftFUvX,19/9/2023
Tangible,Stablecoin (RWA- or Fiat- backed),,Real Estate,Real estate,"Stablecoin USDR. One of the currently functioning platforms originates from Tangible. Their marketplace offers real estate, gold, wines, and watches. NFTs represent each asset. Tokens are redeemable, liquid, and tradable to provide investors with flexibility. Rental income from Real USD's (USDR) backing is paid out to Real USD holders in the form of a daily rebase projected to range between 10 - 15% APY.",Live,Non-custodial,Public,"Ethereum,Polygon,BNB,Optimism,Arbitrum,Base","$USDR, $TNGBL, $CVR",2021,US,,https://defillama.com/protocol/tangible,https://www.tangible.store,https://twitter.com/tangibleDAO,https://discord.com/invite/tMQ9WjVBuS,19/9/2023
Taurus,Assets CEX,Tokenization platform,Equity and Stocks,"Private equities,Private debt","Taurus is a digital asset platform to issue and manage cryptocurrencies, tokenized assets and digital currencies. HSM & MPC technology. The Taurus platform connects everything you need to integrate and manage any digital asset. Digitally issue and create your own financial products and asset-backed tokens on Ethereum and Tezos blockchains.. Trade tokenized securities and private assets on the world's 1st regulated independent marketplace: Taurus Digital eXchange",Live,Custodial,Public,"Ethereum,Tezos",-,2018,CH (Geneva),,,https://www.taurushq.com,https://twitter.com/taurus_hq,,19/9/2023
TCN (Tokenized Collateral Network),Collateral management ,,- Asset-agnostic,"Private debt,Private equities","Tokenized Collateral Network (TCN) is an application enabling investors to utilize assets as collateral. Transfer collateral ownership without moving assets in underlying ledgers — while remaining invested — starting with money market funds.
* Provides added capabilities for assets previously unavailable for use as collateral
* Transparency of collateral ownership across the lifecycle of asset transfers 
* Automated reconciliation reduces manual processing 
* Enhanced collateral mobility eliminates the need for market moves thereby reducing cost and settlement timelines 
* Real-time transfer of collateral ownership 
* Ability to use tokenized collateral within other applications in the Onyx Digital Assets ecosystem",Live,Custodial,Private,Onyx (by JPMorgan),,,,,,https://www.jpmorgan.com/onyx/tokenized-collateral-network.htm,-,-,15/10/2023
Tectrex,Investment platform,Tokenization platform,Real Estate,Real estate,"tectrex was founded as a joint venture of RTX21 and 360X AG, who is backed by Deutsche Börse and Commerzbank, with the aim to revolutionize institutional real estate investment and trading. The company will offer a holistic ecosystem for standardized digital securitization of institutional real estate investments, offering investors and asset owners a full investment lifecycle toolkit to support analysis, decision making and execution via a joint liquidity pool with 360X. The tectrex platform will integrate all features necessary for secure and digitalal real estate investments within a fully compliant and regulated setup.",Live,?,?,?,,,DE (Frankfurt),,,https://www.tectrex.com,-,-,15/9/2023
Tether,Stablecoin (RWA- or Fiat- backed),,Public Debt Instruments,Government bonds (short-term / US),USDT is primarily backed by RWAs. These assets include more than $3 billion worth of precious metals (like gold) and a significant amount of $53 billion in Treasury Bills (T-Bills).,Live,"Non-custodial,Custodial",Public,Multi-chain,$USDT,,,,,https://www.tether.to,https://twitter.com/Tether_to/,,22/9/2023
Tether Gold,Tokenization platform ,,Commodities and Precious Metals,Gold and silver,"XAUt is a digital token, backed by physical gold.",Live,Non-custodial,Public,Multi-chain,$XAUT,,,,Gold Allocation Lookup: Enter the address that holds your XAUt tokens below.,https://gold.tether.to/,https://twitter.com/tethergold,-,19/9/2023
Texture Capital,Assets CEX,,Equity and Stocks,Private equities,"Texture Capital is a US-based regulated broker dealer focused on the tokenization of securities. Texture provides digital asset securities market infrastructure to help clients compliantly issue tokens representing equity, debt, revenue share, royalties, funds, etc., and operates an SEC-registered Alternative Trading System (ATS) for investors to buy and sell the tokens. Texture’s solution can address diverse asset classes from traditional capital markets, to alternatives and web3.",Closed beta,Custodial,Public,-,-,2019,US (NY),,,https://www.texture.capital,https://twitter.com/texture_capital,-,19/9/2023
Tiamonds,Investment platform,Tokenization platform,Commodities and Precious Metals,Other precious metals,"Tiamonds, the largest platform worldwide for tokenized diamonds that are fully asset-backed by certified physical diamonds and are stored securely in a vault in Liechtenstein. Insured by Lloyds London and certified by LCX and GIA, Tiamonds ensures the authenticity and safety of these valuable assets. Tiamonds has partnered with LCX as a Physical Validator, ensuring that the value of the tokenized diamonds is backed by genuine, high-quality diamonds. Plus, each holder receives a physical diamond securely stored in a vault in the Swiss Alps.

With Tiamonds, one can :
Trade diamond without physical movement
Certified through GIA and Insured by LLoyd’s London
No taxation on buying and selling
Extra rewards in $TIA tokens
A digital, secured and diverse marketplace
And much more!",Live,Non-custodial,Public,Ethereum,$TIA,,,,,https://tiamonds.com/,https://twitter.com/Tiamonds,http://discord.gg/3Rme97MH6u,9/12/2023
Tokenise,Assets CEX,Tokenization platform,- Asset-agnostic,"Private equities,Private funds,Music,Collectibles","The Tokenise Group (“Tokenise”) is made up of a regulated brokerage, a stock exchange and a central securities depository. Tokenise has developed the technology and obtained licences to fractionalise ownership of assets, enabling multiple people to invest in opportunities in a secure trading environment. This enables retail investors to access investment opportunities from creators and brands they are passionate about within a secure and regulated trading environment. 3 companies: Stock Exchange, Central Securities Repository, Tokenise Brokerage",Sold,Custodial,?,?,,2018,BB,,Sold to VERO,https://tokenise.io/,https://twitter.com/TokeniseLDN,-,15/10/2023
Tokenize.it ,Tokenization platform ,,Equity and Stocks,Private equities,"Tokenize your company: Fundraising, employee participation & Crowdfunding with GmbH-Token. READY TO USE Create private offers Offer tokens with a personalized link at predefined terms to an investor. COMING SOON Let employees participate Offer tokens with vesting schedules, cliffs and more to your team. READY TO USE Raise continuously Perfect alternative to traditional funding rounds. Raise continuously and update token terms as needed.",Live,Non-custodial,Public,Ethereum,-,,DE (Saxonia),,,https://www.tokenize.it,https://twitter.com/tokenizeitHQ,-,19/9/2023
Tokenmarket,Market intelligence,,- Asset-agnostic,-,-,Dead,-,-,-,,,,,,https://www.tokenmarket.net,-,-,15/9/2023
Tokensoft,Tokenization SaaS,,Financial Services and Payments,Venture capital,Tokensoft is the best place to launch and distribute digital assets,Live,Non-custodial,Public,Multi-chain,,,,,,https://www.tokensoft.io,https://twitter.com/tokensoftinc,,15/9/2023
Tokenstreet,Tokenization platform ,,Equity and Stocks,Private equities,"tokenstreet offers private investors access to private equity, venture capital and other selected alternatives",Closed beta,?,?,?,-,,DE,,,https://www.tokenstreet.com,https://twitter.com/tokenstreet_com,,15/9/2023
Tokeny,Tokenization platform ,,- Asset-agnostic,"Real estate,Private equities,Private debt,Private funds","Tokeny Solutions enables mid-cap companies, investment banks, funds, asset managers and distributors to dematerialize assets on the blockchain, allowing them to reach a global audience, enforce compliance obligations, enable automation and increase operational efficiency. The Luxembourg-based FinTech company is the market-leader in delivering aninstitutional grade, modular end-to-end platform, allowing for the issuance, transfer and servicing management of tradable digital assets/security tokens, such as tokenized loans, structured notes, equity and funds.",Live,Non-custodial,Public,Ethereum,,2017,LU,,,https://www.tokeny.com,https://twitter.com/TokenySolutions,-,15/9/2023
TOKO,Tokenization platform ,,- Asset-agnostic,"Carbon credits,Private funds,Real estate,Collectibles","TOKO empowers value creation by covering the spectrum of the token lifecycle, giving asset owners the power to tokenise assets that are traditionally illiquid and making them investable.",Closed beta,Custodial,Public,Hedera Hashgraph,-,2022,HK,,,https://www.toko.network,https://twitter.com/TOKO_network,,20/9/2023
Tokr_labs,Investment platform,,Real Estate,Real estate,"We're democratizing and decentralizing real estate finance. Owners of Fullstak, an open finance protocol built on Solana for financing real world assets, and Rhove, a real estate investing app that enables users to invest in real estate for $1 per share.",Dead,?,?,Solana,-,?,"US (OH, Columbus)",,,https://www.tokrlabs.xyz/,-,-,15/10/2023
Toronet,"""L1, RWA-specific""",,- Asset-agnostic,- Asset-agnostic,"EVM-compatible Layer-1 blockchain infrastructure specifically designed to solve real-world problems at scale. Our vision is for a world of access where finance and technology serve communities so they can fulfill their aspirations for a better life. Gasless TóróNet has the unique feature of being gasless on the infrastructure level. Instead, customizable tariffs can be set by the governance structure based on specific use cases and types of transactions. ",Live,Non-custodial,Public,ToroNet,-,,,,150'000+ Wallets Created 5 Projects 60k+ Transactions settled,https://www.toronet.org,https://twitter.com/toronet,-,19/9/2023
Toucan,Tokenization platform ,Tokenization platform,Sustainable and Responsible Investments,Carbon credits,"Toucans infrastructure makes carbon credit trading faster. Toucan provides a bridge to bring carbon credits on-chain from an approved registry into a tokenized form. Toucan works closely with Voluntary Carbon Market (VCM) stakeholders to educate on the advantages of alternative climate finance solutions. Together with carbon market experts, we are scaling climate finance in an experienced, compliant and high-integrity way. ",Live,Non-custodial,Public,"Polygon,Celo",-,2021,CH,,"https://app.toucan.earth/
Carbon credits tokenized: 20m+
Climate projects, 50+
Carbon credit retirements (tonnes): 298.9k+
Carbon trading volume: $4+ bn
Total Carbon Bridged (TCO2) 21,889,951 
Total Carbon Supply 19,890,162 
Total Liquidity $1,855,004 
Total Carbon Retired (tCO2e) 307,310

* Toucan Meta-Registry holds 85%+ of the on-chain carbon market share, and, as a result, can pool tokenized carbon with deep liquidity, making it a conveniently tradable asset and composable DeFi building block. 
            * BCT: https://polygonscan.com/address/0x2f800db0fdb5223b3c3f354886d907a671414a7f, 100K Txs
            * NCT: https://polygonscan.com/address/0xd838290e877e0188a4a44700463419ed96c16107?ref=blog.toucan.earth, 4.2K Txs
            * Every NCT is backed 1:1 with a nature-based carbon token held in the carbon pool. Anyone can redeem NCT for TCO2 tokens, which can be retired on-chain.
            * Trades on SushiSwap Polygon. We will deploy a main NCT-USDC pool and a NCT-KLIMA pool",https://www.toucan.earth,https://twitter.com/ToucanProtocol,https://discord.com/invite/cDbWuZKWxe,20/9/2023
Tradias,Investment platform,Tokenization platform,Real Estate,"Collectibles,Real estate","Tokenization and digital assets market Brand by Bankhaus Scheich! Bankhaus Scheich/tradias' unique selling points: Banking licenses Extensive network Easily integratable platform Continuous provision of bid and ask prices as a market maker Bankhaus Scheich can thus act as a multi-layer platform. Tokens are listed on the Bankhaus Scheich layer ""tradias"" and then forwarded to various platforms. At the same time, Bankhaus Scheich provides bid and ask prices to the platforms. Platforms have no risk but receive a commission for facilitating token transactions. Over 15 market makers, exchanges, and brokers already connected.",Live,Custodial,Public,-,,,DE (Frankfurt),,,https://www.tradias.de,https://twitter.com/tradiasde,-,15/9/2023
Trident Digital,Tokenization platform ,,Public Debt Instruments,"Government bonds (long-term / US),Govenment bonds (long-term / non-US)","3 main objectives:
Create financial structures that solve constraints, on- and off-chain, to grow the ecosystem safely and compliantly. Rebuild market liquidity by offering a platform that minimizes counterparty exposure, provide additional security to lenders, and address capital constraints of borrowers. 
Fill the gap created by inconsistencies in tax and regulatory regimes and help good actors achieve the full benefits of digital asset and blockchain technologies.",Closed beta,?,?,?,,,,,,https://www.tridig.io,https://twitter.com/TriDigGroup,-,15/9/2023
TrueFi Asset Vaults,Credit protocol (asset-backed),,?,?,"Credit Infrastructure for crypto. Asset Vaults are TrueFi vaults that facilitate off-chain credit, or ""Real World Asset"" (RWA), activity. Asset Vaults represent off-chain instruments by using on-chain attestations, or Asset Reports.
By using this structure, Asset Vaults can facilitate diverse and complex RWA activities, such as:
* Deploy capital to off-chain uses: portfolio managers (PMs) can use Asset Vaults to create representations of off-chain debt instruments, ETFs, etc.
* Support 100+ loans/instruments in a single vault: Asset Vaults enable PMs to represent many loans or off-chain instruments with low gas costs.
* Floating rate loans: PMs can create loans that reference off-chain benchmark rates (e.g. SOFR + 200).
* Amortizing loans: PMs can create loans that support complex repayment schedules, following existing structures found in the traditional finance world.",Live,Non-custodial,Public,"Optimism,Ethereum",,2020,US,,Over 39.5 Million Shares Traded on the tZERO Platform,https://truefi.io/,https://twitter.com/TrueFiDAO,-,22/9/2023
tZero,Assets CEX,"Tokenization platform,Alternative trading system",- Asset-agnostic,"Real estate,Private equities","We work with companies to create innovative solutions and products for primary raises, recapitalizations, and secondary trading. tZERO can help your company raise capital on your terms through a variety of offering structures. We offer tailored services and solutions to best position your unique offering. ",Live,Custodial,Public,?,,2014,US,,,https://www.tzero.com,https://twitter.com/tZERO,-,22/9/2023
Unikura,Investment platform,Tokenization platform,Collectibles and Alternatives,Collectibles,"Unikura is the NFT marketplace that allows people to buy and sell physical collectibles. We store valuable collections from all over the world and mint NFTs to which ownership of the collections is linked. Unikura provides features to buy and sell these NFTs. With your items safely stored in our vault, you will receive royalties with each ownership transaction.",Live,Non-custodial,Public,Ethereum,,2023,SG,,,https://www.unikura.xyz/,https://twitter.com/Unikura_NFT,https://discord.com/invite/DBaTXRh8jk,22/11/2023
Untangled,Credit protocol (asset-backed),,Financial Services and Payments,Receivables,"Untangled aims to bring the traditional private credit market – currently more than $1 trillion in size – to blockchains via tokenization. The platform focuses on fintech lending – for example invoice financing and consumer loans based on salary advances – and so-called “green assets,” such as working capital or development loans for green infrastructure projects like battery swapping stations. The has a built-in liquidation engine that may auction off certain collateral assets to improve the pool’s overall health if it falls below a certain threshold. The company has crafted a forward-looking credit assessment model that monitors the borrower’s future default risks. The protocol also offers an auction-based withdrawal mechanism for investors who want to exit the pools early.",,,,Celo,,,,,,https://www.untangled.finance/,https://twitter.com/untangledfin,https://discord.com/invite/neucRJEWHe,15/10/2023
Uranium3o8,Tokenization platform ,,Commodities and Precious Metals,Industrial and strategic metals and minerals,"THE WORLD’S FIRST URANIUM-BACKED TOKEN
$U, a digital token backed by physical uranium, grants unprecedented access to direct ownership of uranium, an increasingly valuable energy resource in a net zero-carbon future. Each Uranium3o8 token represents 1 pound of third-party-verified uranium, ensuring its intrinsic value and fostering a liquid market. This is made possible through a forward sales agreement signed with the publicly-traded and fully compliant Canadian mining company Madison Metals, which has contributed 20 million pounds of uranium to the project via a forward-sales contract.",Live,Non-custodial,Public,Ethereum,$U,2023,,,,https://www.uranium3o8.com,https://twitter.com/Uranium3o8,-,6/10/2023
Vanbex,Assets CEX,Tokenization platform,Equity and Stocks,Private equities,Acquired by Hyperion,Sold,Custodial,Public,-,$FUEL,,CA (Vancouver),,Acquired by Hyperion,https://www.vanbex.com,-,-,19/9/2023
Vayu.trade,Credit protocol (asset-backed),,Private Debt Instruments,Private debt,Term & asset backed loans for your working capital and growth needs; Flexible loan & repayment tenure (30-360 days); Lenders - Get access to fractionalized global private debt opportunities meeting highest standards of credit due diligence.,In development,?,?,?,-,,"IN, UAE, SG",,,https://www.vayu.trade,https://twitter.com/Vayu_Trade,-,19/9/2023
VentureClub,Tokenization platform ,Investment platform,- Asset-agnostic,"IP,Private equities,Real estate","Venture Club is a protocol for investing in or tokenizing arbitrary real world assets, from property to IP and early venture. Assets are (soon to be) DeFi compatible, compliant, and accessible globally.",Live,Non-custodial,Public,Ethereum,,2019,,,,https://www.ventureclub.club/,https://twitter.com/ventureclubclub,https://discord.com/invite/6AerKnFCS7,15/10/2023
Vertalo,Assets CEX,"Tokenization platform,Transfer agent,Broker dealer",Equity and Stocks,Private equities,"The First Digital Transfer Agent that: Installs securely on your cloud architecture, Integrates legacy FI and 3rd-party services via API, Tokenizes seamlessly on multiple chains",Live,Custodial,Public,"Ethereum,Tezos",-,2017,US (TX),,,https://www.vertalo.com,https://twitter.com/Vertalo_,-,19/9/2023
Vrbex,Assets CEX,,?,?,-,Dead,-,-,-,,,,,,https://www.vrbex.com,-,-,15/9/2023
Weown,"""L1, RWA-specific""","Wallet,Tokenization platform",?,?,"WeOwn is a blockchain based technology company, offering a standardised gateway and a set of business solutions to bridge the gap between traditional financial systems and the digital asset world. ",Closed beta,?,?,?,-,2019,"DE, LI",,,https://www.weown.com,https://twitter.com/WeOwnMarket,-,15/9/2023
